Word,Definition
기본연구과제," 기본연구기관에 편성된 기본연구비를 활용하여 수행하는 연구과제로써 국방정책의 대안제시 및 전문성 향상을 위해 과제 제기, 수행, 평가 등의 과제에 대한 제반관리를 기본연구기관의 장에게 위임한 과제를 말한다. ,  기본연구기관이 자율적 또는 방위사업청과 협의를 통하여 선정한 과제로서 기본연구기관의 예산으로 수행하는 정책연구과제를 말한다. ,  수품원에서 직접 수행하는 ""국가연구개발사업""의 과제를 말한다. ,  연구동향조사, 연구기획, 연구사업지원 등 신규 국가연구개발사업 및 주요연구과제 발굴을 위한 기초 연구과제를 말한다. ,  수산과학연구사업의 과제 중 조정위원회에서 확정하여 수행하는 과제를 말한다. "
기본연구기관," 한국국방연구원과 국방대학교 부설 국가안전보장문제연구소를 말한다. ,  정부출연연구기관으로서 방위사업 관련 정책연구, 통계분석, 학술행사, 자문 등 정책개발 관련 업무의 수행을 위하여 방위사업청장의 위촉을 받은 기관을 말한다. "
기본연구비, 기본연구기관에 계상된 연구개발비를 말한다. 
기본연봉,
기본열차운행횟수, 철도운영자가 선로배분 신청시 기준이 되는 노선별 열차운행횟수를 말한다. 
기본이자율, 원금에 대한 이자의 비율 (총 이자율) 중 금리정책에 따라 예금의 종류별로 기본적으로 부여되는 금리이다. 
기본재산," 기술보증기금이 업무수행을 위하여 그 재산적 기초로서 출연 또는 그 밖의 방법으로 조성한 재산을 말한다. ,  이 법의 목적을 달성하기 위하여 재단 및 중앙회가 그 재산적 기초로서 출연 또는 그 밖의 방법으로 조성한 재산을 말한다. ,  기금이 이 법의 목적을 달성하기 위하여 그 재산적 기초로서 출연 또는 그 밖의 방법으로 조성한 재산을 말한다. ,  fundamental property;endowment"
기본정책과,Defence Policy Division
기본제안서, 경쟁적 대화에 의한 계약의 입찰에 참가하고자 하는 자가 기본 제안요청서 또는 입찰공고에 따라 작성하여 계약담당공무원에게 제출하는 서류를 말한다. 
기본조사,
기본지구표면," 초목 및 인공 물체를 제외하고 수역, 빙하 및 만년설을 포함하여 나타내는 지구의 표면을 말한다. "
기본징수율," 법 제9조, 제10조 및 제20조의 규정에 따라 산정된 부담금의 현년도와 과년도 징수결정 합산금액에 대한 실제 징수금액의 비율로서 제3조에서 정하는 비율을 말한다. ,  방송통신위원회(이하 ""위원회""라 한다)가 정한 감경사항을 고려하지 않은 최초 분담금 징수율을 말한다. ,  생태계보전부담금 및 가산금의 징수율 추이를 고려하여 정하는 징수율로서 제3조에서 정하는 비율을 말한다. "
기본차," 동일차종을 대표하는 차종으로서 온실가스 배출량 산정에 사용되는 자동차를 말한다. ,  동일차종을 대표하는 차종으로서 배출가스 및 소음검사에 사용되는 자동차를 말한다. "
기본채권, underlying claim
기본측량, 모든 측량의 기초가 되는 공간정보를 제공하기 위하여 국토교통부장관이 실시하는 측량을 말한다. 
기본측량수행자, 기본측량을 수행하는 자를 말한다. 
기본통칙, 각 세법의 해석 및 집행기준을 법조문 형식으로 체계화하여 기획재정부장관의 승인을 얻은 것을 말한다. 
기본표면," 착륙대의 긴 방향 중심선의 최상부에 접하는 일직선에 중심을 둔 직사각형의 표면(수직투영면이 착륙대와 같은 표면을 말한다)을 말한다. ,  basic surface"
기본항로, 서북도서 해역이 평온한 상태를 유지하는 경우 이용하는 항로를 말한다. 
기본항목," 맞춤형 복지제도에 의한 복지혜택 중에서 정책적 필요에 따라 전체공무원이 의무적으로 선택하여야 하는 복지항목을 말한다. ,  맞춤형 복지제도에 의한 복지혜택 중에서 정책적 필요에 의하여 전체 공무원이 의무적으로 선택하도록 설계·운영되는 복지항목을 말한다. "
기부," 정치활동을 위하여 개인 또는 후원회 그 밖의 자가 정치자금을 제공하는 일체의 행위를 말한다. 이 경우 제3자가 정치활동을 하는 자의 정치활동에 소요되는 비용을 부담하거나 지출하는 경우와 금품이나 시설의 무상대여, 채무의 면제ㆍ경감 그 밖의 이익을 제공하는 행위 등은 이를 기부로 본다. ,  contribution;donation"
기부금," 내국법인이 사업과 직접적인 관계없이 무상으로 지출하는 금액(대통령령으로 정하는 거래를 통하여 실질적으로 증여한 것으로 인정되는 금액을 포함한다)을 말한다. &lt;개정 2018.12.24&gt; 
1. 특례기부금: 다음 각 목의 어느 하나에 해당하는 기부금 
가. 국가나 지방자치단체에 무상으로 기증하는 금품의 가액. 다만, 「기부금품의 모집 및 사용에 관한 법률」의 적용을 받는 기부금품은 같은 법 제5조제2항에 따라 접수하는 것만 해당한다. 
나. 국방헌금과 국군장병 위문금품의 가액 
다. 천재지변으로 생기는 이재민을 위한 구호금품의 가액 
라. 다음의 기관(병원은 제외한다)에 시설비ㆍ교육비ㆍ장학금 또는 연구비로 지출하는 기부금 
　  1) 「사립학교법」에 따른 사립학교 
　  2) 비영리 교육재단(국립ㆍ공립ㆍ사립학교의 시설비, 교육비, 장학금 또는 연구비 지급을 목적으로 설립된 비영리 재단법인으로 한정한다) 
　  3) 「국민 평생 직업능력 개발법」에 따른 기능대학 
　  4) 「평생교육법」에 따른 전공대학의 명칭을 사용할 수 있는 평생교육시설 및 원격대학 형태의 평생교육시설 
　  5) 「경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법」에 따라 설립된 외국교육기관 및 「제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법」에 따라 설립된 비영리법인이 운영하는 국제학교 
　  6) 「산업교육진흥 및 산학연협력촉진에 관한 법률」에 따른 산학협력단 
　  7) 「한국과학기술원법」에 따른 한국과학기술원, 「광주과학기술원법」에 따른 광주과학기술원, 「대구경북과학기술원법」에 따른 대구경북과학기술원, 「울산과학기술원법」에 따른 울산과학기술원 및 「한국에너지공과대학교법」에 따른 한국에너지공과대학교 
　  8) 「국립대학법인 서울대학교 설립ㆍ운영에 관한 법률」에 따른 국립대학법인 서울대학교, 「국립대학법인 인천대학교 설립ㆍ운영에 관한 법률」에 따른 국립대학법인 인천대학교 및 이와 유사한 학교로서 대통령령으로 정하는 학교 
　  9) 「재외국민의 교육지원 등에 관한 법률」에 따른 한국학교(대통령령으로 정하는 요건을 충족하는 학교만 해당한다)로서 대통령령으로 정하는 바에 따라 기획재정부장관이 지정ㆍ고시하는 학교 
10) 「한국장학재단 설립 등에 관한 법률」에 따른 한국장학재단 
마. 다음의 병원에 시설비ㆍ교육비 또는 연구비로 지출하는 기부금 
　  1) 「국립대학병원 설치법」에 따른 국립대학병원 
　  2) 「국립대학치과병원 설치법」에 따른 국립대학치과병원 
　  3) 「서울대학교병원 설치법」에 따른 서울대학교병원 
　  4) 「서울대학교치과병원 설치법」에 따른 서울대학교치과병원 
　  5) 「사립학교법」에 따른 사립학교가 운영하는 병원 
　  6) 「암관리법」에 따른 국립암센터 
　  7) 「지방의료원의 설립 및 운영에 관한 법률」에 따른 지방의료원 
　  8) 「국립중앙의료원의 설립 및 운영에 관한 법률」에 따른 국립중앙의료원 
　  9) 「대한적십자사 조직법」에 따른 대한적십자사가 운영하는 병원 
　  10) 「한국보훈복지의료공단법」에 따른 한국보훈복지의료공단이 운영하는 병원 
　  11) 「방사선 및 방사성동위원소 이용진흥법」에 따른 한국원자력의학원 
　  12) 「국민건강보험법」에 따른 국민건강보험공단이 운영하는 병원 
　  13) 「산업재해보상보험법」 제43조제1항제1호에 따른 의료기관 
바. 사회복지사업, 그 밖의 사회복지활동의 지원에 필요한 재원을 모집ㆍ배분하는 것을 주된 목적으로 하는 비영리법인(대통령령으로 정하는 요건을 충족하는 법인만 해당한다)으로서 대통령령으로 정하는 바에 따라 기획재정부장관이 지정ㆍ고시하는 법인에 지출하는 기부금 
2. 손금산입한도액: 다음 계산식에 따라 산출한 금액 
&lt;img id=""123278411""&gt; 
┌──────────────────────────────────────────┐ 
│[기준소득금액(제44조, 제46조 및 제46조의5에 따른 양도손익은 제외하고 제1호에 따른   │ 
│특례기부금과 제3항제1호에 따른 일반기부금을 손금에 산입하기 전의 해당 사업연도의 소 │ 
│득금액을 말한다. 이하 이 조에서 같다) - 제13조제1항제1호에 따른 결손금(제13조제1항  │ 
│각 호 외의 부분 단서에 따라 각 사업연도 소득의 80퍼센트를 한도로 이월결손금 공제를  │ 
│적용받는 법인은 기준소득금액의 80퍼센트를 한도로 한다)] × 50퍼센트                 │ 
└──────────────────────────────────────────┘ 
&lt;/img&gt; 
1. 일반기부금: 사회복지ㆍ문화ㆍ예술ㆍ교육ㆍ종교ㆍ자선ㆍ학술 등 공익성을 고려하여 대통령령으로 정하는 기부금(제2항제1호에 따른 기부금은 제외한다. 이하 이 조에서 같다) 
2. 손금산입한도액: 다음 계산식에 따라 산출한 금액 
&lt;img id=""123278413""&gt; 
┌────────────────────────────────────────────┐ 
│[기준소득금액 - 제13조제1항제1호에 따른 결손금(제13조제1항 각 호 외의 부분 단서에       │ 
│따라 각 사업연도 소득의 80퍼센트를 한도로 이월결손금 공제를 적용받는 법인은             │ 
│기준소득금액의 80퍼센트를 한도로 한다) - 제2항에 따른 손금산입액(제5항에 따라           │ 
│이월하여 손금에 산입한 금액을 포함한다)] × 10퍼센트(사업연도 종료일 현재 「사회적기업  │ 
│육성법」 제2조제1호에 따른 사회적기업은 20퍼센트로 한다)                                │ 
└────────────────────────────────────────────┘ 
&lt;/img&gt; ,  사업자가 사업과 직접적인 관계없이 무상으로 지출하는 금액(대통령령으로 정하는 거래를 통하여 실질적으로 증여한 것으로 인정되는 금액을 포함한다)을 말한다. &lt;신설 2018.12.31&gt; 
1. 특례기부금: 다음 각 목의 어느 하나에 해당하는 기부금 
가. 「법인세법」 제24조제2항제1호에 따른 기부금 
나. 「재난 및 안전관리 기본법」에 따른 특별재난지역을 복구하기 위하여 자원봉사를 한 경우 그 용역의 가액. 이 경우 용역의 가액산정방법 등에 관하여 필요한 사항은 대통령령으로 정한다. 
2. 필요경비 산입한도액: 다음 계산식에 따라 계산한 금액 
&lt;img id=""91482931""&gt; 
┌───────────────────────────────────────┐ 
│필요경비 산입한도액 = A ? B                                                  │ 
│A: 기부금을 필요경비에 산입하기 전의 해당 과세기간의 소득금액(이하 이 조에서  │ 
│""기준소득금액""이라 한다)                                                      │ 
│B: 제45조에 따른 이월결손금(이하 이 조에서 ""이월결손금""이라 한다)             │ 
└───────────────────────────────────────┘ 
&lt;/img&gt; 
1. 일반기부금: 사회복지ㆍ문화ㆍ예술ㆍ교육ㆍ종교ㆍ자선ㆍ학술 등 공익성을 고려하여 대통령령으로 정하는 기부금(제2항제1호에 따른 기부금은 제외한다) 
2. 필요경비 산입한도액: 다음 각 목의 구분에 따라 계산한 금액 
가. 종교단체에 기부한 금액이 있는 경우 
&lt;img id=""91482927""&gt; 
┌──────────────────────────────────────┐ 
│필요경비 산입한도액 =                                                       │ 
│[{A － (B ＋ C)} × 100분의 10] + [{A - (B ＋ C)} × 100분의 20과 종교단체  │ 
│외에 기부한 금액 중 적은 금액]                                              │ 
│A: 기준소득금액                                                             │ 
│B: 제2항에 따라 필요경비에 산입하는 기부금                                  │ 
│C: 이월결손금                                                               │ 
└──────────────────────────────────────┘ 
&lt;/img&gt; 
나. 종교단체에 기부한 금액이 없는 경우 
&lt;img id=""91482935""&gt; 
┌──────────────────────────┐ 
│필요경비 산입한도액 = [A － (B ＋ C)] × 100분의 30 │ 
│A: 기준소득금액                                     │ 
│B: 제2항에 따라 필요경비에 산입하는 기부금          │ 
│C: 이월결손금                                       │ 
└──────────────────────────┘ 
&lt;/img&gt; ,  donations;donated fund;contributions"
