Word,Definition
선적지, 운송계약에 따라 화물이 선박에 선적되는 곳을 말한다. 
선적항," port of registry,  port of loading;port of shipment"
선적화물, shipping goods;shipment freight;cargo
선전,advertisement (advertise);publicity (publicize;give publicity to);propagation (propagate);propaganda (make propaganda)
선전물, 「옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률」에 따른 옥외광고물과 초대권을 말한다. 
선점," 현지에서 기지점 현황을 조사하여 새로운 점의 위치를 선정하고 선점도를 작성하는 작업을 말한다. ,  국가기준점 설치에 필요한 조건 및 배점밀도를 고려하여 관측계획도를 작성하고 현장에서 관측계획도에 의거하여 국가기준점의 위치를 선정하는 작업을 말한다. "
선정과제," 선정평가에 의해 지원대상으로 선정된 연구개발과제를 말한다. ,  선정평가에 의해 지원대상으로 선정된 연구개발과제를 말한다. ,  선정평가에 의해 지원대상으로 선정된 연구개발과제를 말한다. ,  선정평가에 의해 지원대상으로 선정된 과제를 말한다. ,  선정평가에 의해 지원대상으로 선정된 연구개발과제를 말한다. ,  선정평가에 의해 지원대상으로 선정된 연구개발과제를 말한다. "
선정권자," 독림가를 선정할 수 있는 권한을 가진 시·도지사를 말한다. 다만, 「지방자치법」제104조에 따라 시·도지사가 시장·군수에게 사무를 위임한 경우에는 사무를 위임 받은 시장·군수를 말한다. "
선정담당, 평가위원 선정 및 결과를 ‘평가담당’에게 통보하는 임무를 수행하는 담당자를 말한다. 
선정부서, 심의 위원을 선정하는 ‘조달총괄과’를  말한다. 
선정심의위원회, 심층평가 등을 통해 지원기업을 최종적으로 선정하기 위하여 본 요령 제5조 제2항에 따라 사업수행기관의 장이 구성한 위원회를 말한다. 
선정심의회,"박사후연구원 신청자의 적격성을 심사하여 선발하는 위원회를 말한다. ,  전문연구원 신청자의 적격성을 심사하여 선발하는 위원회를 말한다. ,  석ㆍ박사연구원 및 연구요원 신청자의 적격성을 심사하여 선발하는 위원회를 말한다. "
선정자, 체험숙소 이용을 신청하여 선정된 사람을 말한다. 
선정평가," 연구개발과제와 이를 수행하는 연구개발기관을 선정하기 위해 연구개발과제의 창의성 및 수행 계획의 충실성, 연구자 또는 소속 기관 및 단체의 연구개발 역량 등에 대해 실시하는 평가를 말한다. ,  신규 지원한 기관의 신청 사업계획서를 대상으로 주관기관을 선정하기 위한 평가를 말한다. ,  제안된 과제에 대하여 검역본부의 업무 및 정책부합성, 과제의 필요성 및 시급성, 성과의 활용 가능성 등을 평가하여 기술개발과제의 추진 여부, 수행부서ㆍ기관 등을 선정하는 것을 말한다. ,  신청 받은 연구개발계획서에 대한 검토ㆍ심의를 거쳐 신규로 지원할 연구개발과제를 선정하기 위한 평가절차를 말한다. ,  신청 받은 사업계획서에 대한 검토ㆍ심의를 거쳐 신규로 지원할 수행과제를 선정하기 위한 평가절차를 말한다. ,  신청 받은 연구개발계획서에 대한 검토ㆍ심의를 거쳐 신규로 지원할 연구개발과제를 선정하기 위한 평가절차를 말한다. ,  신청 받은 연구개발계획서에 대한 검토ㆍ심의 등을 거쳐 신규로 지원할 연구개발과제와 이를 수행하는 연구기관을 선정하기 위한 평가절차를 말한다. ,  신청 받은 연구개발계획서에 대한 검토ㆍ심의 등을 거쳐 신규로 지원할 연구개발과제를 선정하기 위한 평가절차를 말한다. ,  연구개발과제에 대하여 연구계획의 우수성, 연구수행의 타당성, 연구개발성과의 활용성, 연구개발비의 적정성 등을 평가하여 주관연구기관 및 주관연구책임자를 선정하는 것을 말한다. ,  연구개발과제에 대한 연구계획의 적절성 등 연구 설계에 관한 사항을 평가하여 수행 과제, 수행기관, 주관연구기관 등을 선정하는 것을 말한다. ,  신청받은 연구개발계획서에 대한 검토ㆍ심의 등을 거쳐 신규로 지원할 연구개발과제를 선정하기 위한 평가 절차를 말한다. ,  신청 받은 연구개발계획서에 대한 검토ㆍ심의 등을 거쳐 신규로 지원할 과제를 선정하기 위한 평가절차를 말한다. ,  연구개발사업의 신규과제 선정을 위한 평가를 말한다. <개정 2018. 9. 27.> ,  지원 대상 또는 수행기관을 선정하기 위한 모든 평가를 말한다. ,  신청 받은 연구개발계획서에 대한 검토ㆍ심의 등을 거쳐 신규로 지원할 연구개발과제를 선정하기 위한 평가절차를 말한다. ,  요건검토 결과, ’적합‘ 판정 광역지자체를 대상으로 실시하는 ’평가절차‘로서 서면ㆍ현장ㆍ발표 평가 등으로 이루어진다. "
선주, shipowner
선주상호보험조합," 선박소유자, 용선자(정기용선자 및 선체용선자를 말한다. 이하 같다), 그 밖의 선박운항업자(이하 ""선주등""이라 한다)가 선박을 운항함으로써 발생하는 책임 및 비용에 관한 상호보험인 손해보험사업을 하기 위하여 이 법에 따라 설립된 조합을 말한다. "
선주상호보험조합법,Shipowners Mutual Protection and Indemnity Insurance Act
선진화담당관,Advancement Policy Officer
선착대, 화재현장에 가장 먼저 도착한 소방대를 말한다. 
선처리물품, 소방용품의 품질관리 등에 관한 규칙 제3조제1항제1호의 물품을 말한다. 
선천성이상아, 선천성 기형(奇形) 또는 변형(變形)이 있거나 염색체에 이상이 있는 영유아로서 대통령령으로 정하는 기준에 해당하는 영유아를 말한다. 
선체, 수상시설물에 비치하는 설비 등을 제외한 수상시설물의 몸통을 말한다. 
선체부가부, 전부수선보다 전방 또는 후부수선보다 후방에 있는 상갑판하의 선체부분을 말한다. 
선체정비," 예방점검 이외에 함정의 선체(갑판기기를 포함한다)에 대하여 녹 제거, 도장, 그리스(grease) 도포 등을 실시하는 것을 말한다. "
선체조사, 4·16세월호참사의 사고 원인을 규명하기 위하여 실시하는 선체에 대한 각종 조사와 이와 관련한 과학적 추론을 말한다. 
선체주부," 선수전면으로부터 후부수선까지의 사이에 있는 선실상부(Cabin Top)하의 선체부분을 말한다. ,  전부수선으로부터 후부수선까지의 사이에 있는 상갑판하의 선체부분을 말한다. "
선체중앙,란 길이(L)의 중간을 말한다. 
선취특권, preferential right;security interest
선택교육," 초기, 직무, 정기교육 이외의 흐름관리업무 수행에 필요한 전문기관에서 시행하는 기량향상 및 전문교육, 특별교육 등의 교육을 말한다. "
선택권, right of option;right to select
선택권행사, exercise of a right of option
선택규격,"전파관리시설이 갖추어야 할 사항으로, 필수규격 이외의 규격을 말한다. "
선택밸브," 둘 이상의 방호구역 또는 방호대상물이 있어 소화수 또는 소화약제를 해당하는 방호구역 또는 방호대상물에 선택적으로 방출되도록 제어하는 밸브를 말한다. ,  둘 이상의 방호구역 또는 방호대상물이 있어 소화수 또는 소화약제를 해당하는 방호구역 또는 방호대상물에 선택적으로 방출되도록 제어하는 밸브를 말한다. ,  둘 이상의 방호구역 또는 방호대상물이 있어 소화수 또는 소화약제를 해당하는 방호구역 또는 방호대상물에 선택적으로 방출되도록 제어하는 밸브를 말한다. ,  둘 이상의 방호구역 또는 방호대상물이 있어 소화수 또는 소화약제를 해당하는 방호구역 또는 방호대상물에 선택적으로 방출되도록 제어하는 밸브를 말한다. ,  둘 이상의 방호구역 또는 방호대상물이 있어 소화수 또는 소화약제를 해당하는 방호구역 또는 방호대상물에 선택적으로 방출되도록 제어하는 밸브를 말한다. "
선택시험조건," 표준시험조건 외에 제제 특성과 소독대상 등에 따라 반응시간(1분, 5분, 15분 등)과 반응온도(-10℃, -5℃, 4℃, 10℃ 등)를 추가로 선택하여 처리하는 조건을 의미한다. ,  표준시험조건 외에 제제 특성과 소독대상 등에 따라 반응시간(1분, 5분, 15분 등)과 반응온도(-10℃, -5℃, 4℃, 10℃ 등)를 추가로 선택하여 처리하는 조건을 의미한다. "
선택안, 기본항목 또는 자율항목 중에서 공무원이 본인의 선호와 필요에 따라 선택하는 구체적인 대안을 말한다. 
선택적촉매환원장치, 배출가스에 포함된 질소산화물을 환원제로 암모니아를 사용하여 선택적으로 환원시켜 저감시키는 장치로서 입자상물질 저감장치(DPF : Diesel Particulate Filter)와 함께 사용하는 배출가스저감장치를 말한다. 
선택정수성능검사, 정수기제조업자 및 정수기수입판매업자가 의무정수성능검사 항목 외의 항목에 대한 제거효율이 있음을 정수기에 표시하려고 하는 경우에 그 항목에 대하여 실시하는 검사를 말한다. 
선택형," optional punishment,  multiple-choice;selective form"
선하, lading
선하증권소지인, holder of a bill of lading
선행건설기술," 신청기술과 유사한 용도ㆍ목적을 가진 기술로서 심사기관에서 신청기술 조사시점 이전에 국내 및 외국의 특허, 실용신안 등을 획득하였거나 신기술로 등록 또는 논문ㆍ학술지 등에 게재된 기술을 말한다. "
선행교육," 교육관련기관이 다음 각 목에 따른 교육과정에 앞서서 편성하거나 제공하는 교육 일반을 말한다. 
가. 국가교육과정: 「초ㆍ중등교육법」 제23조제2항에 따라 국가교육위원회가 정한 초ㆍ중등학교 교육과정 
나. 시ㆍ도교육과정: 「초ㆍ중등교육법」 제23조제2항에 따라 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도(이하 ""시ㆍ도""라 한다)의 교육감(이하 ""교육감""이라 한다)이 정한 초ㆍ중등학교 교육과정 
다. 학교교육과정: 「초ㆍ중등교육법」 제23조제1항에 따라 편성ㆍ운영되는 단위학교 교육과정 "
선행교통기술," 신청기술과 유사한 용도ㆍ목적을 가진 기술로서 심사기관에서 조사 시점 이전에 국내 및 외국의 특허, 실용신안 등을 획득한 기술, 신기술 등록, 논문ㆍ학술지 등에 게재된 기술을 말한다. "
선행기술," 신청기술과 유사한 용도ㆍ목적을 가진 기술 가운데 신기술지정 신청 시점 이전에 특허, 간행물 등을 통하여 국내외에 공지되었거나 공공연히 실시되고 있는 기술을 말한다. ,  prior technology;prior skill"
